Nitrogen,phosphorus,potassium,temperature,humidity,ph,rainfall,label
21.0,23.0,42,"19,54128063°C","90,29751796%","6,902751061","104,3739878",pomegranate
37.0,49.0,25,"29,9145443°C","85,85384444%","6,415459592","41,39081525",mungbean
77.0,48.0,36,"25,86705009°C","84,09985284%","7,36008498","154,8390847",jute
7.0,56.0,18,"18,31357543°C","24,32991649%","5,698371311","76,14153904",kidneybeans
89.0,91.0,55,"25,08347445°C","80,261731%","6,275572298","94,32961456",banana
40.0,18.0,43,"19,38603815°C","86,79058496%","5,767372539","109,9130984",pomegranate
140.0,40.0,17,"22,72767171°C","77,07598065%","6,006085786","77,55176318",cotton
114.0,21.0,55,"25,4438391°C","87,9392312%","6,472756256","57,51549686",watermelon
25.0,21.0,11,"32,23797837°C","90,15406807%","6,460044778","104,7052254",orange
33.0,73.0,23,"29,23540524°C","59,38967583%","5,985792703","103,3301803",pigeonpeas
3.0,26.0,39,"24,38318965°C","91,19431555%","7,079973241","103,6012114",pomegranate
99.0,12.0,52,"28,69708334°C","94,30759855%","6,002927293","22,21807088",muskmelon
102.0,11.0,45,"29,03167341°C","93,12603235%","6,35544263","24,15591199",muskmelon
40.0,51.0,17,"28,66086349°C","86,12194568%","6,860602782","50,01534317",mungbean
82.0,22.0,45,"26,22338015°C","85,34866045%","6,512196212","54,60159289",watermelon
31.0,8.0,7,"34,51465139°C","93,63812684%","7,163245982","103,5684926",orange
12.0,142.0,203,"31,3115978°C","82,56407013%","5,972850838","65,01095312",grapes
81.0,18.0,50,"26,44019475°C","80,91934337%","6,507110986","47,81847573",watermelon
12.0,66.0,20,"27,41434987°C","63,41785982%","7,336117221","44,43177543",lentil
13.0,30.0,37,"20,86474944°C","91,61793636%","6,277148771","106,8685636",Pomegranate
39.0,65.0,23,"25,43459777°C","69,12613376%","7,685959305","41,02682925",lentil
102.0,71.0,48,"28,65456263°C","79,28693687%","5,695267822","102,4633775",banana
118.0,50.0,19,"22,95604064°C","82,33733678%","6,360812227","66,48339303",cotton
19.0,17.0,39,"24,72485577°C","85,56083187%","6,728599215","111,2787584",pomegranate
95.0,75.0,45,"28,98333432°C","82,95958244%","5,829898502","109,022564",banana
39.0,24.0,31,"33,55695561°C","53,72979826%","4,757114897","98,67527561",mango
21.0,51.0,15,"29,36488409°C","89,1886954%","6,679127482","48,30159325",mungbean
133.0,47.0,23,"24,88738107°C","75,62137159%","6,827354668","89,76050416",cotton
49.0,61.0,45,"32,76795887°C","94,57377401%","6,764213299","240,4795923",papaya
1.0,62.0,23,"15,43546065°C","18,37477907%","5,607808432","139,0302034",kidneybeans
33.0,59.0,19,"23,19305333°C","62,74710773%","7,641024177","49,55213308",lentil
29.0,71.0,18,"22,17499963°C","62,13873825%","6,410441476","53,46622584",lentil
73.0,43.0,42,"26,58361011°C","78,00774772%","6,310699968","154,8238864",jute
94.0,53.0,40,"20,27774362°C","82,89408619%","5,718627178","241,9741949",rice
0.0,55.0,25,"28,17489437°C","43,6672299%","4,524171562","45,78172762",mothbeans
60.0,54.0,19,"18,74826712°C","62,49878458%","6,417820493","70,23401597",maize
48.0,65.0,78,"17,43732714°C","14,33847406%","7,861128148","73,0926704",chickpea
119.0,5.0,55,"29,68846716°C","94,30111601%","6,168757984","26,83924845",muskmelon
65.0,62.0,51,"31,53243779°C","90,87394933%","6,511624841","207,0735119",papaya
31.0,70.0,77,"20,88818675°C","14,32313811%","6,492546046","90,46228334",chickpea
140.0,45.0,15,"25,5308271°C","80,04662756%","5,801047545","99,39557151",cotton
37.0,126.0,196,"23,59997268°C","90,97597665%","5,596449493","107,1728191",apple
24.0,142.0,202,"22,53779727°C","91,48135786%","5,710819862","101,8474768",apple
74.0,56.0,22,"18,28362235°C","66,65952796%","6,829199275","80,97573281",maize
36.0,68.0,20,"17,06104474°C","23,77201471%","5,86442953","81,83420522",kidneybeans
91.0,75.0,55,"27,48612983°C","76,11239849%","6,212369363","109,2768851",banana
52.0,71.0,16,"27,74274761°C","68,53997144%","7,075886472","71,78615328",blackgram
59.0,62.0,52,"43,67549305°C","93,10887229%","6,608667684","103,8235658",papaya
67.0,51.0,24,"23,50297882°C","61,32026065%","5,584171461","64,77791424",maize
27.0,21.0,30,"35,3915464°C","52,48823147%","5,061081874","91,22881052",mango
96.0,86.0,51,"29,90888522°C","76,98740841%","6,257369799","91,99964712",banana
100.0,48.0,16,"25,71895816°C","67,22190688%","5,54990242","74,51490791",maize
22.0,42.0,22,"25,54249137°C","56,96640758%","7,887658711","48,46797044",mothbeans
78.0,42.0,42,"20,13017482°C","81,60487287%","7,628472891","262,7173405",rice
3.0,141.0,197,"21,98141856°C","91,12719303%","6,142803397","115,4789148",apple
16.0,15.0,42,"19,67832052°C","89,08935702%","6,890784045","108,5468633",pomegranate
103.0,51.0,20,"22,80213132°C","84,14668447%","7,046607434","91,6389565",cotton
4.0,19.0,43,"18,07132963°C","93,14554876%","5,779427402","106,3602023",Pomegranate
70.0,38.0,35,"24,39736241°C","79,26861738%","7,014063944","164,2697011",jute
136.0,36.0,24,"22,74446976°C","80,41198458%","7,59781958","90,07326633",cotton
17.0,52.0,17,"27,88352946°C","86,45147631%","6,364967184","44,64407105",mungbean
37.0,55.0,82,"19,45591848°C","18,02235902%","8,423873703","78,44910564",chickpea
101.0,17.0,47,"29,49401389°C","94,72981338%","6,185053234","26,30820876",muskmelon
7.0,23.0,35,"19,75088482°C","88,71691157%","7,054313823","102,5538035",pomegranate
8.0,16.0,6,"12,22816189°C","90,26457428%","7,106650373","108,4161706",orange
97.0,35.0,26,"24,91461008°C","53,74144743%","6,334610249","166,2549307",coffee
39.0,9.0,15,"25,35467646°C","91,81183218%","7,992041984","116,7555937",orange
42.0,53.0,48,"23,11407669°C","94,31994776%","6,758479569","231,5153161",papaya
39.0,69.0,53,"25,9300384°C","93,02357765%","6,964955435","241,8202079",papaya
25.0,27.0,41,"19,20090378°C","94,27659596%","6,923509371","108,0423555",pomegranate
14.0,55.0,15,"27,33580911°C","55,27755933%","8,050304395","73,44775287",mothbeans
31.0,79.0,25,"23,18864385°C","22,3104551%","5,902033406","63,38208822",kidneybeans
91.0,13.0,47,"29,10968327°C","92,43510994%","6,14410903","27,95602304",muskmelon
91.0,7.0,53,"25,13735887°C","89,28272716%","6,457216535","43,52897517",watermelon
35.0,69.0,23,"16,78791503°C","24,96881755%","5,578410206","75,45328039",kidneybeans
22.0,55.0,16,"23,7937153°C","68,03209183%","6,516317561","49,73922097",lentil
36.0,26.0,26,"30,17294105°C","51,0845903%","6,814630246","95,23444287",mango
16.0,143.0,204,"23,71475278°C","91,53331177%","5,631333387","121,8961665",apple
61.0,64.0,52,"43,30204933°C","92,83405443%","6,641098708","110,562229",papaya
40.0,22.0,29,"27,55821802°C","99,98187601%","5,735364307","174,6256481",coconut
19.0,72.0,15,"28,83600962°C","69,76112921%","6,890760124","44,08562546",lentil
29.0,22.0,43,"19,66329768°C","87,95158129%","5,561851831","106,0380805",pomegranate
4.0,41.0,20,"28,14720892°C","83,8001509%","6,647965508","37,44800463",mungbean
28.0,79.0,16,"24,70626432°C","60,26854183%","6,052184881","53,12442925",lentil
28.0,145.0,202,"19,2077707°C","82,9042841%","6,484323189","66,83113717",grapes
90.0,39.0,37,"24,81441246°C","81,68688879%","6,86106911","190,7886386",jute
9.0,77.0,17,"20,12373284°C","24,45202552%","5,783425416","106,158201",kidneybeans
60.0,38.0,17,"18,41932981°C","64,23580251%","6,474476516","76,41312437",maize
85.0,9.0,53,"28,20619412°C","92,86798698%","6,447662945","28,78654515",muskmelon
44.0,55.0,25,"29,6321052°C","65,91359954%","7,42160832","71,16331975",blackgram
22.0,59.0,23,"27,32220619°C","51,27868781%","4,371745575","36,5037914",mothbeans
31.0,62.0,52,"33,7960155°C","93,00754254%","6,99104104","182,026807",papaya
25.0,71.0,24,"28,49538735°C","60,44848407%","7,187721818","74,91559514",blackgram
22.0,80.0,20,"23,00884744°C","18,86880997%","5,669560726","100,118612",kidneybeans
35.0,38.0,19,"25,32688786°C","63,18180319%","9,112771682","32,71129281",mothbeans
28.0,80.0,17,"19,62207826°C","18,67170854%","5,809419584","144,1567454",kidneybeans
8.0,7.0,10,"28,2620488°C","91,98317355%","6,929216014","105,2132259",orange
83.0,60.0,36,"25,59704938°C","80,14509262%","6,903985986","200,834898",rice
38.0,14.0,30,"26,92449525°C","91,20106019%","5,570745386","194,9022136",coconut
2.0,39.0,15,"28,07219563°C","82,9116472%","6,478557136","49,61865305",mungbean
67.0,55.0,44,"26,284017°C","75,14640198%","7,251847296","182,2685447",jute
32.0,14.0,37,"22,73031253°C","88,48567856%","6,825256236","104,6843243",pomegranate
67.0,41.0,40,"25,848795°C","87,81661683%","7,333143205","152,6194403",jute
9.0,51.0,19,"27,04453473°C","49,32609633%","5,49091063","48,25207759",mothbeans
122.0,59.0,18,"23,5000992°C","83,63488952%","6,219469084","79,81328183",cotton
28.0,65.0,23,"28,38686534°C","61,88871127%","7,405176138","74,24459122",blackgram
102.0,53.0,21,"23,03814028°C","76,11021529%","6,913678684","91,49697481",cotton
39.0,37.0,25,"33,33024826°C","45,61143594%","6,953246506","98,28583013",mango
54.0,67.0,52,"35,67667332°C","93,30641944%","6,586107335","141,3381168",papaya
44.0,58.0,18,"28,03644051°C","65,06601664%","6,814410928","72,49507741",blackgram
119.0,44.0,15,"22,14593688°C","82,8597549%","7,091992365","60,65381719",cotton
65.0,,39,"23,75091572°C","71,14782585%","7,124571593","160,0889553",jute
116.0,52.0,19,"22,94276687°C","75,37170612%","6,114525877","67,08022574",cotton
24.0,27.0,34,"28,87862994°C","95,11320315%","6,203376525","145,0583117",coconut
37.0,11.0,36,"24,24779615°C","85,56033312%","6,710143266","106,9216033",pomegranate
,35.0,24,"22,27373646°C","59,52193158%","5,826426917","67,96704792",maize
100.0,58.0,41,"23,17403323°C","87,88255345%","6,658769991","160,6217342",jute
16.0,143.0,197,"22,61711614°C","93,51978375%","5,90402645","116,9256766",apple
7.0,63.0,24,"22,95458237°C","24,03553105%","5,858617867","107,7315386",kidneybeans
100.0,76.0,45,"25,56703012°C","75,94067692%","5,590236025","102,7867717",banana
95.0,30.0,52,"29,48069921°C","90,33698678%","6,640470863","26,0365768",muskmelon
6.0,30.0,40,"22,77035608°C","91,45498527%","6,36137446","106,9659201",Pomegranate
,10.0,14,"34,05296914°C","92,05811721%","6,725600855","116,8020848",orange
55.0,78.0,21,"33,39438752°C","62,93692886%","6,602888249","63,57445989",blackgram
27.0,73.0,79,"19,16288268°C","15,83500655%","7,354973451","82,69766829",chickpea
99.0,6.0,46,"28,61475136°C","94,22253035%","6,39637861","28,98574189",muskmelon
17.0,58.0,25,"31,12896766°C","43,58788762%","6,455592696","32,76742894",mothbeans
39.0,78.0,15,"21,35499456°C","62,60136323%","5,925391795","41,78219834",lentil
22.0,67.0,22,"29,03017561°C","64,49166566%","7,475926645","54,9393771",lentil
114.0,27.0,48,"27,82054812°C","93,03555162%","6,528404378","26,32405487",muskmelon
39.0,60.0,21,"34,89814946°C","63,59948557%","6,97297656","64,72797143",blackgram
2.0,143.0,196,"22,71271308°C","90,45261746%","5,669489065","109,8852597",apple
10.0,5.0,5,"21,21306973°C","91,35349216%","7,817846496","112,9834361",orange
98.0,27.0,27,"24,71384065°C","51,29142534%","7,238109556","197,6439711",coffee
1.0,124.0,199,"23,71059131°C","93,27392415%","5,658473817","112,6676589",apple
89.0,40.0,43,"26,24532085°C","72,97198375%","7,124050134","189,9711184",jute
14.0,21.0,35,"29,52501367°C","91,91185319%","6,121005506","194,3100272",coconut
29.0,22.0,40,"23,62600218°C","89,73266695%","6,145104401","107,6836871",pomegranate
61.0,68.0,50,"35,21462816°C","91,49725058%","6,793245417","243,0745066",papaya
111.0,27.0,31,"23,59302313°C","55,27564977%","6,043330951","191,3980675",coffee
36.0,25.0,33,"27,98392787°C","53,33018851%","5,548584852","99,61465679",mango
129.0,43.0,16,"25,5503704°C","77,85055621%","6,73210948","78,58488484",cotton
78.0,48.0,22,"23,08974909°C","63,10459626%","5,588650585","70,43473609",maize
39.0,24.0,39,"23,65374106°C","93,32657504%","6,431265737","109,8076178",pomegranate
33.0,37.0,19,"27,92678579°C","86,5543196%","7,183189922","43,4826194",mungbean
32.0,18.0,13,"13,8377282°C","91,74780462%","6,044167236","107,9873218",orange
32.0,48.0,18,"26,45707778°C","56,40226277%","5,993513566","64,16167699",mothbeans
5.0,65.0,16,"21,32776028°C","18,48522915%","5,866744372","109,1013261",kidneybeans
133.0,57.0,19,"23,54234715°C","75,98203329%","7,947011366","84,12536744",cotton
22.0,72.0,85,"18,86805647°C","15,65809214%","6,391173589","88,51048983",chickpea
32.0,57.0,18,"15,53834801°C","23,75560241%","5,695422863","107,3850593",kidneybeans
85.0,53.0,38,"24,90075709°C","73,84186449%","6,588017308","153,8990984",jute
26.0,15.0,6,"17,22034507°C","94,78797376%","6,912033409","108,0054343",orange
104.0,20.0,26,"27,22783677°C","52,95261751%","7,493191968","175,7260273",coffee
,45.0,22,"25,50634557°C","44,8302551%","9,926212291","74,32635105",mothbeans
61.0,41.0,35,"24,97178693°C","79,47557931%","6,842966479","195,7571622",jute
27.0,71.0,24,"31,46417866°C","48,17631461%","7,064973419","165,405354",pigeonpeas
22.0,133.0,201,"23,81995682°C","80,12211649%","6,00299607","67,2739864",grapes
105.0,95.0,50,"27,33368994°C","83,67675197%","5,849076099","101,0494791",banana
7.0,141.0,195,"23,8812458°C","93,45067555%","5,514253142","104,9116663",apple
102.0,25.0,50,"28,20480805°C","92,91440379%","6,099662369","20,36001144",muskmelon
35.0,145.0,195,"22,03911546°C","94,58075845%","6,231950009","110,9804014",apple
11.0,18.0,42,"21,57936934°C","94,88267728%","5,938528744","102,8593382",pomegranate
32.0,60.0,83,"19,69141713°C","19,44225438%","8,829273328","91,76071648",chickpea
29.0,70.0,15,"30,33499674°C","63,54718862%","6,872594461","74,16699119",blackgram
68.0,62.0,50,"33,20258348°C","92,76437927%","6,977700268","197,5282582",papaya
111.0,15.0,54,"27,7058373°C","92,91185695%","6,194090172","22,06207161",muskmelon
91.0,25.0,26,"24,53460016°C","66,99765375%","7,482414225","180,5059257",coffee
70.0,68.0,55,"42,84609252°C","94,63548176%","6,691202286","78,8099639",papaya
30.0,17.0,31,"31,20478173°C","54,49960506%","6,804437106","94,62954663",mango
23.0,45.0,21,"31,46511256°C","51,79939437%","8,985348193","74,44330654",mothbeans
99.0,16.0,30,"23,52652084°C","65,44340921%","6,392791654","186,1728203",coffee
38.0,56.0,25,"25,74095321°C","45,38497051%","7,88118645","67,43488235",mothbeans
62.0,52.0,16,"22,27526694°C","58,84015925%","6,967057762","63,87020584",maize
8.0,28.0,37,"23,88404783°C","86,20613842%","6,082571701","108,3121789",pomegranate
39.0,,84,"20,28155898°C","16,39535215%","8,140825437","82,52339655",chickpea
99.0,6.0,45,"26,12588914°C","86,5507939%","6,000975617","40,71210074",watermelon
9.0,143.0,197,"23,75033085°C","92,88160462%","5,570020684","117,6602827",apple
33.0,61.0,24,"20,04611791°C","48,93905624%","4,567446499","122,4564203",pigeonpeas
109.0,23.0,25,"25,11711046°C","68,48030408%","7,00733163","194,8773479",coffee
8.0,25.0,36,"19,91330523°C","94,95031368%","6,828522375","104,0277061",Pomegranate
22.0,67.0,78,"17,16606398°C","14,42457525%","6,204090835","72,32667516",chickpea
108.0,89.0,53,"29,12036889°C","80,18080728%","5,908770059","112,3982055",banana
8.0,37.0,33,"28,07802689°C","54,9640534%","6,128167757","97,45373619",mango
73.0,45.0,37,"23,70467146°C","74,63745355%","6,742688094","181,2783964",jute
102.0,14.0,52,"26,79489868°C","89,64815231%","6,51075991","57,74091817",watermelon
95.0,39.0,29,"27,35152643°C","55,99375012%","7,13411409","148,9812525",coffee
29.0,17.0,29,"29,20394909°C","95,66997327%","5,959493188","211,2506267",coconut
37.0,70.0,25,"19,73136909°C","24,89487354%","5,819403771","84,06354115",kidneybeans
70.0,65.0,52,"30,42012134°C","93,12659793%","6,583528529","75,95295",papaya
16.0,29.0,13,"32,31944397°C","93,67804556%","6,196907944","117,6236473",orange
25.0,51.0,24,"25,5042419°C","61,66852372%","9,392694614","65,07981523",mothbeans
34.0,60.0,22,"17,66148158°C","18,15302753%","5,635231778","100,6711761",kidneybeans
58.0,73.0,16,"33,36984395°C","65,67718163%","6,874142175","64,89517488",blackgram
27.0,61.0,15,"25,2653291°C","67,10004577%","6,958054839","48,33941188",lentil
91.0,21.0,50,"24,33528185°C","81,44030363%","6,762030215","48,32113628",watermelon
31.0,53.0,16,"28,7420098°C","85,81675947%","6,452006451","48,54598575",mungbean
0.0,19.0,31,"25,51791333°C","94,38420565%","6,271952833","178,7297725",coconut
78.0,40.0,38,"26,46428311°C","83,85642678%","7,549873681","248,2256491",rice
23.0,62.0,85,"18,97424756°C","19,5161216%","8,490127142","80,7108745",chickpea
37.0,62.0,17,"25,68576704°C","69,84354028%","7,121254928","74,62068748",blackgram
6.0,62.0,22,"20,53052663°C","18,09224048%","5,824090984","120,4509288",kidneybeans
98.0,26.0,49,"27,29035669°C","90,53330091%","6,130160473","23,49535234",muskmelon
11.0,74.0,17,"21,36383757°C","69,92375891%","6,633864582","46,6352865",lentil
58.0,63.0,81,"19,81344531°C","14,69765308%","6,515499549","78,96514709",chickpea
19.0,35.0,24,"27,11030369°C","83,64274107%","6,883308033","49,11964582",mungbean
9.0,29.0,34,"29,38471637°C","45,88744691%","5,72742254","100,8124659",mango
12.0,27.0,26,"29,09382275°C","45,5661059%","5,32307197","96,23520043",mango
33.0,31.0,34,"31,32995611°C","50,22287593%","5,421265283","89,78216168",mango
16.0,35.0,31,"32,27652024°C","50,19368841%","5,316875978","95,99487068",mango
99.0,57.0,35,"26,75754171°C","81,17734011%","5,960370061","272,2999056",rice
68.0,41.0,16,"21,77689322°C","57,80840636%","6,158830619","102,0861694",maize
11.0,71.0,24,"21,14011423°C","22,7182355%","5,606620346","141,6056722",kidneybeans
13.0,74.0,25,"24,12192608°C","61,09533545%","6,461618577","44,23629285",lentil
43.0,50.0,48,"28,28222883°C","91,37059792%","6,63016515","179,2720807",papaya
43.0,68.0,20,"29,57812712°C","66,17587668%","7,497469256","69,43895491",blackgram
65.0,63.0,50,"31,88342554°C","91,3256535%","6,524459342","79,27201575",papaya
34.0,60.0,16,"31,35730791°C","64,24992106%","7,322555223","63,85668948",blackgram
34.0,66.0,17,"18,81097271°C","21,27833035%","5,889614577","125,084915",kidneybeans
38.0,77.0,22,"28,234829°C","69,3159965%","6,313284268","35,36831423",lentil
111.0,5.0,52,"29,8843055°C","94,0371147%","6,135996372","21,0000988",muskmelon
116.0,56.0,17,"24,71252544°C","77,7293114%","7,979090365","85,24963302",cotton
99.0,15.0,27,"27,41711238°C","56,63636248%","6,086922359","127,92461",coffee
11.0,41.0,19,"26,85911286°C","41,81420849%","5,131779302","44,13827124",mothbeans
88.0,5.0,47,"25,86475496°C","86,67468041%","6,662244646","41,16554802",watermelon
0.0,133.0,200,"23,67287749°C","90,4935574%","5,708418722","104,2298028",apple
52.0,68.0,78,"17,48504075°C","16,96070581%","6,89655198","86,05078037",chickpea
31.0,56.0,23,"31,46846241°C","35,39454002%","5,661826398","174,5723999",pigeonpeas
34.0,29.0,8,"31,87859192°C","91,15248149%","6,450640306","105,3437825",orange
84.0,18.0,46,"27,08808014°C","93,42402083%","6,781050373","25,32159689",muskmelon
100.0,17.0,48,"29,72791119°C","94,29753295%","6,367800632","26,52364146",muskmelon
103.0,33.0,25,"27,10210397°C","55,7497332%","6,911066044","139,5013171",coffee
22.0,18.0,31,"30,7645515°C","47,93791463%","5,956027059","90,38503469",mango
58.0,61.0,15,"30,94908189°C","64,23364112%","7,402891666","62,78730907",blackgram
5.0,56.0,24,"24,80710166°C","45,01110015%","5,023115055","188,4928637",pigeonpeas
27.0,80.0,15,"19,07096165°C","21,21092266%","5,788386951","86,21917578",kidneybeans
24.0,130.0,195,"29,99677232°C","81,54156612%","6,112305667","67,12534492",grapes
44.0,47.0,45,"38,73218907°C","94,73613484%","6,579441304","218,142147",papaya
18.0,17.0,31,"31,74592134°C","45,16127859%","5,667507706","93,75441586",mango
28.0,76.0,82,"20,56601874°C","14,25803981%","6,654425315","83,75937135",chickpea
103.0,17.0,51,"25,11189154°C","80,02621335%","6,209888345","44,20656987",watermelon
34.0,47.0,19,"27,31372793°C","85,44815232%","6,568795404","53,15223123",mungbean
61.0,52.0,41,"24,97669518°C","83,891805%","6,880431223","204,8001847",rice
36.0,29.0,13,"20,68185224°C","90,91510525%","7,829507245","109,7513927",orange
87.0,38.0,29,"25,20406808°C","57,88370456%","6,652642579","156,1457255",coffee
28.0,35.0,22,"29,53037621°C","86,73346018%","7,156563094","59,87232071",mungbean
26.0,24.0,34,"31,27180992°C","52,23810152%","6,811291098","89,74409017",mango
99.0,70.0,46,"26,59580783°C","82,99556744%","5,727469947","100,5123341",banana
100.0,24.0,28,"25,59535262°C","57,72920846%","7,101661011","195,7733251",coffee
117.0,26.0,30,"27,92374437°C","67,96910852%","7,079850922","115,2325531",coffee
63.0,47.0,35,"26,98582182°C","89,05587886%","7,432768147","193,8778713",jute
33.0,58.0,24,"35,45790488°C","68,75810535%","5,269504214","108,6333046",pigeonpeas
85.0,33.0,25,"26,20811417°C","52,50987966%","6,910823945","189,0944824",coffee
21.0,31.0,32,"35,38598705°C","51,42664176%","5,254532213","90,29643888",mango
25.0,63.0,20,"15,78601387°C","21,14544088%","5,502999119","95,17028129",kidneybeans
88.0,78.0,45,"29,10403455°C","79,19588629%","6,324270089","92,07835761",banana
82.0,40.0,40,"23,83067496°C","84,81360127%","6,271478838","298,5601175",rice
,49.0,16,"30,88482722°C","41,36561835%","7,661537348","55,053805",mothbeans
8.0,54.0,20,"28,3340432°C","80,77275974%","7,034214276","38,7976407",mungbean
106.0,14.0,45,"24,47018505°C","84,16390229%","6,417011754","57,26773002",watermelon
13.0,23.0,6,"23,96147583°C","90,26408017%","7,365338111","102,6958703",orange
21.0,9.0,40,"24,51147697°C","90,64498715%","5,956401828","105,6209954",Pomegranate
91.0,38.0,36,"26,5232969°C","77,17331847%","7,287318723","157,8548562",jute
98.0,26.0,52,"27,33897716°C","90,69759008%","6,150090899","28,69113835",muskmelon
62.0,48.0,20,"21,70181447°C","60,47470519%","6,708446922","95,71388473",maize
3.0,68.0,16,"18,31910448°C","34,69776639%","4,964887857","107,4721605",pigeonpeas
107.0,58.0,15,"23,73868041°C","75,77503808%","7,55606399","76,63669195",cotton
18.0,57.0,21,"27,37659643°C","63,93927841%","6,155915975","49,47371773",lentil
82.0,,33,"26,53543168°C","67,09608099%","6,809593554","120,6494434",coffee
130.0,59.0,19,"25,07278712°C","82,50257909%","6,520403794","93,51042684",cotton
11.0,14.0,5,"11,50322938°C","94,8933184%","6,946354724","115,5683776",orange
2.0,72.0,18,"26,57597546°C","60,97876599%","7,836719564","50,89110726",lentil
14.0,74.0,15,"27,99990346°C","65,57653373%","6,493036868","49,94043064",lentil
120.0,16.0,51,"27,99901833°C","91,64193051%","6,547041903","23,28618248",muskmelon
104.0,26.0,30,"24,40726724°C","62,65692638%","6,410992833","148,6977358",coffee
20.0,40.0,15,"29,57329479°C","88,07505524%","7,199495368","45,04467075",mungbean
28.0,75.0,21,"24,7741949°C","50,54621094%","6,007508163","114,2821387",pigeonpeas
48.0,62.0,15,"25,36586097°C","66,6379724%","7,538631462","65,81655892",blackgram
40.0,29.0,42,"24,63228709°C","89,01574455%","7,104094929","110,6956184",pomegranate
80.0,16.0,46,"25,50405534°C","81,40297428%","6,940236218","48,47833278",watermelon
27.0,69.0,22,"17,91652287°C","24,90814655%","5,932323085","69,14681022",kidneybeans
26.0,50.0,19,"27,3179125°C","51,66921088%","6,005242945","32,55919573",mothbeans
118.0,21.0,51,"24,42998931°C","86,33904774%","6,678805092","48,58241822",watermelon
14.0,74.0,19,"18,39759147°C","36,82639309%","6,624966131","93,12330644",pigeonpeas
77.0,52.0,41,"23,89069041°C","83,46409075%","6,097294061","167,7230632",jute
99.0,36.0,20,"20,57981887°C","65,34583901%","6,671085817","78,34604471",maize
104.0,18.0,30,"23,60301571°C","60,39647474%","6,779832611","140,9370415",coffee
33.0,143.0,204,"21,1316077°C","91,95769858%","5,814434775","122,5391946",apple
70.0,50.0,53,"37,4620912°C","90,44967809%","6,933809743","172,3458448",papaya
13.0,57.0,25,"28,30041493°C","86,20681554%","6,86308576","50,47333854",mungbean
8.0,28.0,38,"23,22594°C","94,42971362%","6,8444019","105,6917856",pomegranate
5.0,13.0,37,"22,34375696°C","89,7870345%","5,648243649","103,3183074",Pomegranate
80.0,43.0,43,"23,78756036°C","74,36794079%","6,014572075","172,6442654",jute
36.0,54.0,46,"42,54744013°C","94,94482086%","6,662875839","214,4103848",papaya
39.0,7.0,29,"27,54273211°C","94,59086121%","6,362544111","150,2012138",coconut
,11.0,54,"28,59052369°C","91,33617236%","6,094016338","29,44008034",muskmelon
89.0,60.0,17,"25,37548751°C","57,21025565%","5,983952675","101,7004306",maize
50.0,58.0,23,"27,81326852°C","62,50460464%","7,596802025","69,75555541",blackgram
8.0,60.0,18,"31,21629982°C","46,01868196%","3,808429173","53,1205277",mothbeans
11.0,143.0,197,"22,98458907°C","93,3204487%","5,875718516","122,1952483",apple
29.0,41.0,21,"31,49398069°C","62,84916863%","8,86979671","64,56807592",mothbeans
0.0,5.0,36,"24,35193812°C","90,88612388%","6,152906502","105,529185",Pomegranate
38.0,38.0,18,"26,31051759°C","61,18749126%","6,294130313","35,73403813",mothbeans
32.0,139.0,198,"35,89307536°C","82,66850729%","6,358186848","66,53946559",grapes
35.0,30.0,34,"28,2974764°C","95,41122824%","6,141502001","182,4482352",coconut
6.0,66.0,15,"34,93174223°C","30,40046769%","6,345806011","159,2649827",pigeonpeas
,33.0,35,"29,26382931°C","54,82257868%","5,342866119","100,7586226",mango
95.0,26.0,45,"29,91690582°C","94,55695552%","6,117530021","28,16057247",muskmelon
76.0,39.0,24,"24,2547451°C","55,64709899%","6,995843776","64,23845455",maize
30.0,127.0,204,"22,50050273°C","92,45878335%","6,126436584","100,9343903",apple
36.0,59.0,46,"34,28879307°C","93,61082872%","6,721130543","127,2509777",papaya
11.0,124.0,204,"13,42988625°C","80,06633966%","6,361141107","71,40043037",grapes
110.0,25.0,54,"28,91105641°C","90,78413842%","6,425930938","23,44398467",muskmelon
113.0,38.0,20,"22,10718988°C","78,58320116%","6,364729934","74,94136567",cotton
83.0,45.0,21,"18,83344471°C","58,75082029%","5,716222912","79,7532896",maize
98.0,35.0,18,"23,79746068°C","74,82913698%","6,252797548","91,76337172",maize
35.0,74.0,22,"26,7230014°C","62,96841833%","6,898905799","42,87274897",lentil
95.0,82.0,48,"27,39489579°C","83,31172003%","5,719014989","92,78133617",banana
41.0,78.0,21,"25,19857725°C","60,37332688%","6,581313137","70,88787207",blackgram
33.0,60.0,15,"28,95172351°C","81,67085323%","6,510840928","56,51103293",mungbean
99.0,19.0,33,"27,5364547°C","55,51673151%","6,273741983","130,6377143",coffee
35.0,134.0,204,"9,949929082°C","82,55138983%","5,841138354","66,00817551",Grapes
27.0,62.0,24,"28,63005477°C","66,770943%","7,353876754","62,2737345",blackgram
104.0,35.0,28,"27,51006055°C","50,66687215%","6,983732393","143,9955548",coffee
120.0,7.0,47,"24,24782473°C","83,03687902%","6,653867608","54,7657624",watermelon
33.0,,205,"35,12158265°C","82,26890793%","5,550832178","69,71518491",grapes
,57.0,24,"18,66116213°C","61,55327249%","6,121294041","75,03247667",maize
31.0,58.0,15,"27,11026483°C","84,96771717%","7,121571293","51,52617423",mungbean
83.0,29.0,52,"25,76402693°C","87,5931128%","6,704688865","46,05122728",watermelon
